Entry,Gene ontology (cellular component),Subcellular location [CC],Gene names,Signal peptide
P46013,chromosome [GO:0005694]; membrane [GO:0016020]; nuclear body [GO:0016604]; nucleolus [GO:0005730]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Chromosome {ECO:0000269|PubMed:15896774, ECO:0000269|PubMed:22002106, ECO:0000269|PubMed:27362226, ECO:0000269|PubMed:9510506}. Nucleus {ECO:0000269|PubMed:10878551, ECO:0000269|PubMed:22002106}. Nucleus, nucleolus {ECO:0000269|PubMed:10878551, ECO:0000269|PubMed:22002106, ECO:0000269|PubMed:2674163, ECO:0000269|PubMed:8799815}. Note=Associates with the surface of the mitotic chromosome, the perichromosomal layer, and covers a substantial fraction of the mitotic chromosome surface (PubMed:27362226). Associates with satellite DNA in G1 phase (PubMed:9510506). Binds tightly to chromatin in interphase, chromatin-binding decreases in mitosis when it associates with the surface of the condensed chromosomes (PubMed:15896774, PubMed:22002106). Predominantly localized in the G1 phase in the perinucleolar region, in the later phases it is also detected throughout the nuclear interior, being predominantly localized in the nuclear matrix (PubMed:22002106). {ECO:0000269|PubMed:15896774, ECO:0000269|PubMed:22002106, ECO:0000269|PubMed:27362226}.",MKI67,
P46063,chromosome [GO:0005694]; cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:7961977}.,RECQL RECQ1 RECQL1,
P46087,nucleolus [GO:0005730]; nucleoplasm [GO:0005654],"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849}.",NOP2 NOL1 NSUN1,
P46783,cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; ribosome [GO:0005840],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:20159986}. Nucleus, nucleolus {ECO:0000269|PubMed:20159986}. Note=Localized in the granular component (GC) region of the nucleolus. Methylation is required for its localization in the GC region. Colocalizes with NPS1 in the GC region of the nucleolus.",RPS10,
P46937,cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; TEAD-1-YAP complex [GO:0071148]; TEAD-2-YAP complex [GO:0071149],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:18158288, ECO:0000269|PubMed:18280240, ECO:0000269|PubMed:20048001, ECO:0000269|PubMed:22525271}. Nucleus {ECO:0000269|PubMed:17974916, ECO:0000269|PubMed:18158288, ECO:0000269|PubMed:18280240, ECO:0000269|PubMed:20048001, ECO:0000269|PubMed:22525271, ECO:0000269|PubMed:28169360, ECO:0000269|PubMed:30447097}. Note=Both phosphorylation and cell density can regulate its subcellular localization. Phosphorylation sequesters it in the cytoplasm by inhibiting its translocation into the nucleus. At low density, predominantly nuclear and is translocated to the cytoplasm at high density (PubMed:18158288, PubMed:20048001). PTPN14 induces translocation from the nucleus to the cytoplasm (PubMed:22525271). {ECO:0000269|PubMed:18158288, ECO:0000269|PubMed:20048001, ECO:0000269|PubMed:22525271}.",YAP1 YAP65,
P47914,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; membrane [GO:0016020],,RPL29,
P48378,cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:B2GV50, ECO:0000255|PROSITE-ProRule:PRU00858}. Cytoplasm {ECO:0000250|UniProtKB:B2GV50}. Note=Mainly expressed in the nucleus and at lower level in cytoplasm. {ECO:0000250|UniProtKB:B2GV50}.",RFX2,
P48552,histone deacetylase complex [GO:0000118]; nuclear chromatin [GO:0000790]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11266503, ECO:0000269|PubMed:12773562, ECO:0000269|PubMed:15060175, ECO:0000269|PubMed:7641693}. Note=Localized to discrete foci and redistributes to larger nuclear domains upon binding to ligand-bound NR3C1.",NRIP1,
P49321,cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q99MD9}. Nucleus {ECO:0000250|UniProtKB:Q99MD9}.,NASP,
P49454,"axoneme [GO:0005930]; centrosome [GO:0005813]; chromosome, centromeric region [GO:0000775]; ciliary basal body [GO:0036064]; ciliary transition fiber [GO:0097539]; condensed chromosome outer kinetochore [GO:0000940]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; kinetochore [GO:0000776]; midbody [GO:0030496]; nuclear envelope [GO:0005635]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; pronucleus [GO:0045120]; spindle [GO:0005819]; spindle pole [GO:0000922]","SUBCELLULAR LOCATION: Cytoplasm, perinuclear region. Nucleus matrix. Chromosome, centromere, kinetochore. Cytoplasm, cytoskeleton, spindle. Note=Relocalizes to the kinetochore/centromere (coronal surface of the outer plate) and the spindle during mitosis. Observed in nucleus during interphase but not in the nucleolus. At metaphase becomes localized to areas including kinetochore and mitotic apparatus as well as cytoplasm. By telophase, is concentrated within the intracellular bridge at either side of the mid-body.",CENPF,
P49458,"cytosol [GO:0005829]; signal recognition particle, endoplasmic reticulum targeting [GO:0005786]; signal recognition particle receptor complex [GO:0005785]",SUBCELLULAR LOCATION: Cytoplasm.,SRP9,
P49589,cytoplasm [GO:0005737]; cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm.,CARS,
P49736,"chromatin [GO:0000785]; cytoplasm [GO:0005737]; MCM complex [GO:0042555]; microtubule cytoskeleton [GO:0015630]; nuclear chromosome, telomeric region [GO:0000784]; nuclear origin of replication recognition complex [GO:0005664]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]",SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:8175912}.,MCM2 BM28 CCNL1 CDCL1 KIAA0030,
P49848,cytosol [GO:0005829]; MLL1 complex [GO:0071339]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; SAGA complex [GO:0000124]; SLIK (SAGA-like) complex [GO:0046695]; transcription factor TFIID complex [GO:0005669]; transcription factor TFTC complex [GO:0033276],SUBCELLULAR LOCATION: Nucleus.; SUBCELLULAR LOCATION: Isoform 4: Nucleus {ECO:0000269|PubMed:18628956}.,TAF6 TAF2E TAFII70,
P49959,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; Mre11 complex [GO:0030870]; nuclear chromosome, telomeric region [GO:0000784]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; replication fork [GO:0005657]; site of double-strand break [GO:0035861]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10783165, ECO:0000269|PubMed:26215093}. Chromosome, telomere {ECO:0000269|PubMed:10888888}. Chromosome {ECO:0000269|PubMed:26215093, ECO:0000269|PubMed:30612738}. Note=Localizes to discrete nuclear foci after treatment with genotoxic agents. {ECO:0000269|PubMed:10783165, ECO:0000269|PubMed:26215093, ECO:0000269|PubMed:30612738}.",MRE11 HNGS1 MRE11A,
P50748,actin cytoskeleton [GO:0015629]; condensed chromosome kinetochore [GO:0000777]; cytosol [GO:0005829]; kinetochore microtubule [GO:0005828]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; RZZ complex [GO:1990423]; spindle pole [GO:0000922],"SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Chromosome, centromere, kinetochore. Cytoplasm, cytoskeleton, spindle. Note=Dynamic pattern of localization during the cell cycle. At interphase, uniformly distributed throughout the cytoplasm and nucleus. By prophase and until late stages of prometaphase, a fraction of the total pool is concentrated at kinetochores. By metaphase, detected at kinetochores, along spindle fibers and most prominently at the poles. By late anaphase until the end of telophase, no longer detectable on kinetochores or along spindle fibers, but still present at the spindle poles.",KNTC1 KIAA0166,
P51449,nuclear body [GO:0016604]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:26160376}.,RORC NR1F3 RORG RZRG,
P51513,intracellular membrane-bounded organelle [GO:0043231]; nucleolus [GO:0005730]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus.,NOVA1,
P51955,centrosome [GO:0005813]; condensed chromosome kinetochore [GO:0000777]; condensed nuclear chromosome [GO:0000794]; cytosol [GO:0005829]; kinetochore [GO:0000776]; microtubule [GO:0005874]; midbody [GO:0030496]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; spindle pole [GO:0000922],"SUBCELLULAR LOCATION: Isoform 1: Nucleus. Nucleus, nucleolus {ECO:0000269|PubMed:15161910}. Cytoplasm. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:14654843, ECO:0000269|PubMed:26220856}. Cytoplasm, cytoskeleton, spindle pole. Chromosome, centromere, kinetochore. Chromosome, centromere {ECO:0000250}. Note=STK3/MST2 and SAV1 are required for its targeting to the centrosome. Colocalizes with SGO1 and MAD1L1 at the kinetochore. Not associated with kinetochore in the interphase but becomes associated with it upon the breakdown of the nuclear envelope. Has a nucleolar targeting/ retention activity via a coiled-coil domain at the C-terminal end.; SUBCELLULAR LOCATION: Isoform 2: Cytoplasm. Note=Predominantly cytoplasmic.; SUBCELLULAR LOCATION: Isoform 4: Nucleus. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Note=Predominantly nuclear.",NEK2 NEK2A NLK1,
P51991,catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; messenger ribonucleoprotein complex [GO:1990124]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]; ribonucleoprotein complex [GO:1990904]; ribonucleoprotein granule [GO:0035770],SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Note=Component of ribonucleosomes.,HNRNPA3 HNRPA3,
P52630,cytosol [GO:0005829]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11150296, ECO:0000269|PubMed:23139419, ECO:0000269|PubMed:27782195}. Nucleus {ECO:0000269|PubMed:11150296, ECO:0000269|PubMed:23139419}. Note=Translocated into the nucleus upon activation by IFN-alpha/beta. {ECO:0000269|PubMed:11150296, ECO:0000269|PubMed:23139419}.",STAT2,
P52732,cytosol [GO:0005829]; kinesin complex [GO:0005871]; membrane [GO:0016020]; microtubule [GO:0005874]; mitotic spindle [GO:0072686]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; spindle [GO:0005819]; spindle microtubule [GO:0005876]; spindle pole [GO:0000922],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19001501, ECO:0000269|PubMed:23857769}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000269|PubMed:19001501}.",KIF11 EG5 KNSL1 TRIP5,
P52739,intermediate filament cytoskeleton [GO:0045111]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17306895, ECO:0000269|PubMed:22467880, ECO:0000269|PubMed:23404503}. Note=Sumoylation does not affect nuclear localization.",ZNF131,
P52952,cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; protein-DNA complex [GO:0032993]; RNA polymerase II transcription factor complex [GO:0090575]; transcription factor complex [GO:0005667],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,NKX2-5 CSX NKX2.5 NKX2E,
P54277,mismatch repair complex [GO:0032300]; MutLalpha complex [GO:0032389]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00267}.,PMS1 PMSL1,
P54750,cytosol [GO:0005829]; neuronal cell body [GO:0043025]; nucleus [GO:0005634],,PDE1A,
P54821,cytosol [GO:0005829]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Nucleus.,PRRX1 PMX1,
P55010,cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886],,EIF5,
P55198,nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,MLLT6 AF17,
P55209,cytoplasm [GO:0005737]; melanosome [GO:0042470]; membrane [GO:0016020]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17081065}. Melanosome {ECO:0000269|PubMed:17081065}. Cytoplasm {ECO:0000250|UniProtKB:P28656}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV.,NAP1L1 NRP,
P55327,cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; perinuclear region of cytoplasm [GO:0048471],,TPD52,
P56182,"nucleolus [GO:0005730]; nucleus [GO:0005634]; preribosome, large subunit precursor [GO:0030687]; preribosome, small subunit precursor [GO:0030688]","SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849, ECO:0000269|PubMed:9192856}.",RRP1 D21S2056E NNP1 NOP52 RRP1A,
P57071,nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15904895}.,PRDM15 C21orf83 ZNF298,
P57740,condensed chromosome kinetochore [GO:0000777]; cytosol [GO:0005829]; host cell [GO:0043657]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nuclear periphery [GO:0034399]; nuclear pore [GO:0005643]; nuclear pore outer ring [GO:0031080],"SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000269|PubMed:11564755, ECO:0000269|PubMed:12802065, ECO:0000269|PubMed:15229283, ECO:0000269|PubMed:26411495}. Nucleus, nuclear pore complex {ECO:0000269|PubMed:11564755, ECO:0000269|PubMed:12802065, ECO:0000269|PubMed:15229283, ECO:0000269|PubMed:26411495}. Chromosome, centromere, kinetochore {ECO:0000269|PubMed:11564755}. Note=Located on both the cytoplasmic and nuclear sides of the NPC core structure (PubMed:11564755). During mitosis, localizes to the kinetochores (PubMed:11564755). Dissociates from the dissasembled NPC structure late during prophase of mitosis (PubMed:11564755). {ECO:0000269|PubMed:11564755}.",NUP107,
P59923,nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:30602440}. Note=Binds various differentially methylated regions (DMR). {ECO:0000269|PubMed:30602440}.,ZNF445 ZFP445 ZKSCAN15 ZNF168,
P61927,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625],,RPL37,
P62081,cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; focal adhesion [GO:0005925]; membrane [GO:0016020]; microtubule organizing center [GO:0005815]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; small-subunit processome [GO:0032040]; synapse [GO:0045202],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:14654843, ECO:0000269|PubMed:20873783}. Note=Colocalizes with NEK6 in the centrosome. {ECO:0000269|PubMed:20873783}.",RPS7,
P62304,catalytic step 2 spliceosome [GO:0071013]; cytosol [GO:0005829]; methylosome [GO:0034709]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; pICln-Sm protein complex [GO:0034715]; small nuclear ribonucleoprotein complex [GO:0030532]; SMN-Sm protein complex [GO:0034719]; spliceosomal complex [GO:0005681]; telomerase holoenzyme complex [GO:0005697]; U12-type spliceosomal complex [GO:0005689]; U1 snRNP [GO:0005685]; U2 snRNP [GO:0005686]; U2-type catalytic step 2 spliceosome [GO:0071007]; U2-type precatalytic spliceosome [GO:0071005]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U4 snRNP [GO:0005687]; U5 snRNP [GO:0005682]; U7 snRNP [GO:0005683],"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:18984161}. Nucleus {ECO:0000269|PubMed:11574479, ECO:0000269|PubMed:11991638, ECO:0000269|PubMed:23246290, ECO:0000269|PubMed:26912367, ECO:0000269|PubMed:28076346, ECO:0000269|PubMed:28502770, ECO:0000269|PubMed:28781166}. Note=SMN-mediated assembly into core snRNPs occurs in the cytosol before SMN-mediated transport to the nucleus to be included in spliceosomes. {ECO:0000305}.",SNRPE,
P62424,cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleus [GO:0005634]; polysomal ribosome [GO:0042788],,RPL7A SURF-3 SURF3,
P62633,cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Endoplasmic reticulum {ECO:0000250}.,CNBP RNF163 ZNF9,
P62917,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; focal adhesion [GO:0005925]; membrane [GO:0016020]; polysomal ribosome [GO:0042788]; postsynapse [GO:0098794]; postsynaptic density [GO:0014069],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000303|PubMed:12962325}.,RPL8,
P62995,nuclear inner membrane [GO:0005637]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; spliceosomal complex [GO:0005681],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:9212162, ECO:0000269|PubMed:9546399}.",TRA2B SFRS10,
P63208,centrosome [GO:0005813]; Cul7-RING ubiquitin ligase complex [GO:0031467]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; SCF ubiquitin ligase complex [GO:0019005],,SKP1 EMC19 OCP2 SKP1A TCEB1L,
P63220,cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; nucleoplasm [GO:0005654]; polysomal ribosome [GO:0042788]; rough endoplasmic reticulum [GO:0005791]; small ribosomal subunit [GO:0015935]; synapse [GO:0045202],"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:25957688}. Cytoplasm {ECO:0000305|PubMed:23636399, ECO:0000305|PubMed:25901680}. Rough endoplasmic reticulum {ECO:0000250|UniProtKB:P63221}. Note=Detected on cytosolic polysomes (PubMed:25957688). Detected in ribosomes that are associated with the rough endoplasmic reticulum (By similarity). {ECO:0000250|UniProtKB:P63221, ECO:0000269|PubMed:25957688}.",RPS21,
P63313,cytoplasm [GO:0005737]; cytoskeleton [GO:0005856],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.",TMSB10 PTMB10 THYB10,
P68363,cytoplasm [GO:0005737]; cytoplasmic microtubule [GO:0005881]; membrane raft [GO:0045121]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.",TUBA1B,
P78316,90S preribosome [GO:0030686]; membrane [GO:0016020]; Noc4p-Nop14p complex [GO:0030692]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; small-subunit processome [GO:0032040],"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250}.",NOP14 C4orf9 NOL14 RES4-25,
P78332,nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,RBM6 DEF3,
P78344,cell-cell adherens junction [GO:0005913]; cytosol [GO:0005829]; eukaryotic translation initiation factor 4F complex [GO:0016281]; membrane [GO:0016020],,EIF4G2 DAP5 OK/SW-cl.75,
P78346,multimeric ribonuclease P complex [GO:0030681]; nucleolar ribonuclease P complex [GO:0005655]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonuclease MRP complex [GO:0000172],"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000305}.",RPP30 RNASEP2,
P78347,cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10373551}. Nucleus {ECO:0000255|PROSITE-ProRule:PRU00484, ECO:0000269|PubMed:10373551}. Note=Colocalizes with BTK in the cytoplasm.",GTF2I BAP135 WBSCR6,
P78396,cyclin A1-CDK2 complex [GO:0097123]; cyclin A2-CDK2 complex [GO:0097124]; cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule cytoskeleton [GO:0015630]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.,CCNA1,
P82970,chromatin [GO:0000785]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11161810}. Note=Associates with nucleosomes in euchromatin and is largely excluded from constitutive heterochromatin. {ECO:0000250}.,HMGN5 NSBP1,
P82979,cytoplasmic ribonucleoprotein granule [GO:0036464]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription export complex [GO:0000346],SUBCELLULAR LOCATION: Nucleus. Nucleus speckle.,SARNP HCC1 HSPC316,
P83881,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; endoplasmic reticulum [GO:0005783]; plasma membrane [GO:0005886]; polysomal ribosome [GO:0042788]; ribosome [GO:0005840],SUBCELLULAR LOCATION: Cytoplasm.,RPL36A RPL44 GIG15 MIG6,
P83916,"chromatin [GO:0000785]; chromocenter [GO:0010369]; chromosome, centromeric region [GO:0000775]; female pronucleus [GO:0001939]; male pronucleus [GO:0001940]; nuclear chromosome, telomeric region [GO:0000784]; nuclear heterochromatin [GO:0005720]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; pericentric heterochromatin [GO:0005721]; site of DNA damage [GO:0090734]; spindle [GO:0005819]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10460410, ECO:0000269|PubMed:9169582}. Note=Unassociated with chromosomes during mitosis.",CBX1 CBX,
P84098,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; focal adhesion [GO:0005925]; membrane [GO:0016020]; polysomal ribosome [GO:0042788]; synapse [GO:0045202],,RPL19,
P84103,cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11336712}. Nucleus speckle {ECO:0000269|PubMed:26876937}. Cytoplasm {ECO:0000269|PubMed:11336712}. Note=Recruited to nuclear speckles following interaction with YTHDC1. {ECO:0000269|PubMed:26876937}.,SRSF3 SFRS3 SRP20,
P85298,cytosol [GO:0005829],,ARHGAP8,
P98175,nuclear speck [GO:0016607]; nucleus [GO:0005634]; protein-containing complex [GO:0032991],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:18315527}. Note=In the extranucleolar nucleoplasm constitutes hundreds of nuclear domains, which dynamically change their structures in a reversible manner. Upon globally reducing RNA polymerase II transcription, the nuclear bodies enlarge and decrease in number. They occur closely adjacent to nuclear speckles or IGCs (interchromatin granule clusters) but coincide with TIDRs (transcription-inactivation-dependent RNA domains).",RBM10 DXS8237E GPATC9 GPATCH9 KIAA0122,
Q00688,nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus.,FKBP3 FKBP25,
Q01105,cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; lipid droplet [GO:0005811]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991],"SUBCELLULAR LOCATION: Cytoplasm, cytosol. Endoplasmic reticulum. Nucleus, nucleoplasm. Note=In the cytoplasm, found both in the cytosol and associated with the endoplasmic reticulum. The SET complex is associated with the endoplasmic reticulum. Following CTL attack and cleavage by GZMA, moves rapidly to the nucleus, where it is found in the nucleoplasm, avoiding the nucleolus. Similar translocation to the nucleus is also observed for lymphocyte-activated killer cells after the addition of calcium.",SET,
Q01130,cytoplasm [GO:0005737]; cytosol [GO:0005829]; interchromatin granule [GO:0035061]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:21157427}. Nucleus, nucleoplasm {ECO:0000269|PubMed:21157427}. Nucleus speckle {ECO:0000269|PubMed:21157427}. Note=Phosphorylation by SRPK2 provokes its redistribution from the nuclear specke to nucleoplasm.",SRSF2 SFRS2,
Q01892,cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Isoform 1: Nucleus {ECO:0000269|PubMed:12393575}.; SUBCELLULAR LOCATION: Isoform 2: Cytoplasm {ECO:0000269|PubMed:12393575}.,SPIB,
Q01995,cytoplasm [GO:0005737],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.,TAGLN SM22 WS3-10,
Q02224,"chromosome [GO:0005694]; chromosome, centromeric region [GO:0000775]; condensed chromosome, centromeric region [GO:0000779]; condensed chromosome kinetochore [GO:0000777]; cytosol [GO:0005829]; kinesin complex [GO:0005871]; kinetochore [GO:0000776]; kinetochore microtubule [GO:0005828]; membrane [GO:0016020]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; midbody [GO:0030496]; mitotic spindle midzone [GO:1990023]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle midzone [GO:0051233]","SUBCELLULAR LOCATION: Chromosome, centromere, kinetochore {ECO:0000269|PubMed:17535814, ECO:0000269|PubMed:18374647, ECO:0000269|PubMed:18460473, ECO:0000269|PubMed:25395579, ECO:0000269|PubMed:25918224, ECO:0000269|PubMed:9763420}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:9763420}. Chromosome, centromere {ECO:0000269|PubMed:26321640}. Note=Associates with kinetochores during congression (as early as prometaphase), relocates to the spindle midzone at anaphase, and is quantitatively discarded at the end of the cell division (By similarity). Recruited to the kinetochore in a SEPT7, CENPQ and TRAPPC12-dependent manner (PubMed:18460473, PubMed:25918224, PubMed:25395579). Recruited to the pericentromeric/centromeric regions of the chromosome in a CTCF-dependent manner (PubMed:26321640). {ECO:0000250|UniProtKB:Q6RT24, ECO:0000269|PubMed:18460473, ECO:0000269|PubMed:25395579, ECO:0000269|PubMed:25918224, ECO:0000269|PubMed:26321640}.",CENPE,
