Entry,Gene ontology (cellular component),Subcellular location [CC],Gene names,Signal peptide
P28370,CERF complex [GO:0090537]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; NURF complex [GO:0016589],SUBCELLULAR LOCATION: Nucleus.,SMARCA1 SNF2L SNF2L1,
P28749,chromatin [GO:0000785]; nucleoplasm [GO:0005654]; transcription factor complex [GO:0005667],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,RBL1,
P29218,cytoplasm [GO:0005737]; cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17068342}.,IMPA1 IMPA,
P29692,cytoplasm [GO:0005737]; cytosol [GO:0005829]; eukaryotic translation elongation factor 1 complex [GO:0005853]; fibrillar center [GO:0001650]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Isoform 2: Nucleus {ECO:0000269|PubMed:21597468}.,EEF1D EF1D,
P29762,cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11909957}.,CRABP1 RBP5,
P30519,endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; plasma membrane [GO:0005886]; specific granule membrane [GO:0035579],SUBCELLULAR LOCATION: Microsome. Endoplasmic reticulum.,HMOX2 HO2,
P30566,cytosol [GO:0005829],,ADSL AMPS,
P31153,cytosol [GO:0005829]; methionine adenosyltransferase complex [GO:0048269],,MAT2A AMS2 MATA2,
P31350,cytosol [GO:0005829]; ribonucleoside-diphosphate reductase complex [GO:0005971],SUBCELLULAR LOCATION: Cytoplasm.,RRM2 RR2,
P31483,cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; nuclear stress granule [GO:0097165]; nucleoplasm [GO:0005654],"SUBCELLULAR LOCATION: Cytoplasm, Stress granule {ECO:0000269|PubMed:15371533}. Nucleus {ECO:0000269|PubMed:15371533, ECO:0000305|PubMed:18201561}. Note=Accumulates in cytoplasmic stress granules (SG) following cellular damage. {ECO:0000269|PubMed:15371533}.",TIA1,
P31942,nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:8999868}.,HNRNPH3 HNRPH3,
P31943,catalytic step 2 spliceosome [GO:0071013]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus, nucleoplasm.",HNRNPH1 HNRPH HNRPH1,
P31948,chaperone complex [GO:0101031]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nucleus [GO:0005634]; protein-containing complex [GO:0032991],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q60864}. Nucleus {ECO:0000250|UniProtKB:Q60864}.,STIP1,
P32969,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleus [GO:0005634]; ribosome [GO:0005840],,RPL9 OK/SW-cl.103; RPL9P7; RPL9P8; RPL9P9,
P33240,cleavage body [GO:0071920]; mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11598190}. Note=Localized with DDX1 in cleavage bodies.,CSTF2,
P33991,"MCM complex [GO:0042555]; membrane [GO:0016020]; nuclear chromosome, telomeric region [GO:0000784]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]",SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.,MCM4 CDC21,
P33992,"cytosol [GO:0005829]; MCM complex [GO:0042555]; membrane [GO:0016020]; nuclear chromosome, telomeric region [GO:0000784]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:28198391}. Cytoplasm, cytosol {ECO:0000269|PubMed:28198391}.",MCM5 CDC46,
P33993,"chromatin [GO:0000785]; cytosol [GO:0005829]; MCM complex [GO:0042555]; membrane [GO:0016020]; nuclear chromosome, telomeric region [GO:0000784]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]",SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.,MCM7 CDC47 MCM2,
P35244,DNA replication factor A complex [GO:0005662]; nucleoplasm [GO:0005654]; site of double-strand break [GO:0035861],SUBCELLULAR LOCATION: Nucleus.,RPA3 REPA3 RPA14,
P35249,Ctf18 RFC-like complex [GO:0031390]; DNA replication factor C complex [GO:0005663]; Elg1 RFC-like complex [GO:0031391]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,RFC4,
P35269,cell junction [GO:0030054]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; transcription factor TFIID complex [GO:0005669]; transcription factor TFIIF complex [GO:0005674],SUBCELLULAR LOCATION: Nucleus.,GTF2F1 RAP74,
P35637,dendritic spine head [GO:0044327]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; polysome [GO:0005844],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:19251627, ECO:0000269|PubMed:19251628, ECO:0000269|PubMed:24204307, ECO:0000269|PubMed:25453086, ECO:0000269|PubMed:30354839}. Note=Displays a punctate pattern inside the nucleus and is excluded from nucleoli. {ECO:0000269|PubMed:25453086}.",FUS TLS,
P35658,cytoplasmic side of nuclear pore [GO:1990876]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; host cell [GO:0043657]; intracellular membrane-bounded organelle [GO:0043231]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus, nuclear pore complex {ECO:0000269|PubMed:8108440}. Note=Cytoplasmic side of the nuclear pore complex. {ECO:0000269|PubMed:8108440}.",NUP214 CAIN CAN KIAA0023,
P35659,nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17524367, ECO:0000269|PubMed:19695025}. Note=Enriched in regions where chromatin is decondensed or sparse in the interphase nuclei.",DEK,
P36575,cytoplasm [GO:0005737]; photoreceptor inner segment [GO:0001917]; photoreceptor outer segment [GO:0001750]; synapse [GO:0045202],"SUBCELLULAR LOCATION: Photoreceptor inner segment {ECO:0000250|UniProtKB:Q9EQP6}. Cell projection, cilium, photoreceptor outer segment {ECO:0000250|UniProtKB:Q9EQP6}.",ARR3 ARRX CAR,
P39687,cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471],SUBCELLULAR LOCATION: Nucleus. Cytoplasm. Endoplasmic reticulum. Note=Translocates to the cytoplasm during the process of neuritogenesis (By similarity). Shuttles between nucleus and cytoplasm. {ECO:0000250}.,ANP32A C15orf1 LANP MAPM PHAP1,
P40394,cytosol [GO:0005829]; plasma membrane [GO:0005886],SUBCELLULAR LOCATION: Cytoplasm.,ADH7,
P40429,cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; focal adhesion [GO:0005925]; GAIT complex [GO:0097452]; large ribosomal subunit [GO:0015934]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:14567916}.,RPL13A,
P41208,centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cytosol [GO:0005829]; intracellular [GO:0005622]; nuclear pore nuclear basket [GO:0044615]; nucleoplasm [GO:0005654]; photoreceptor connecting cilium [GO:0032391]; transcription export complex 2 [GO:0070390]; XPC complex [GO:0071942],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:14654843}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:23591820}. Nucleus envelope {ECO:0000269|PubMed:23591820}. Nucleus, nuclear pore complex {ECO:0000269|PubMed:23591820}. Nucleus {ECO:0000305}.",CETN2 CALT CEN2,
P41227,cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular [GO:0005622]; membrane [GO:0016020]; NatA complex [GO:0031415]; nucleolus [GO:0005730]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12464182, ECO:0000269|PubMed:25489052, ECO:0000269|PubMed:25732826}. Nucleus {ECO:0000269|PubMed:12464182, ECO:0000269|PubMed:15496142, ECO:0000269|PubMed:25732826}. Note=Also present in the free cytosolic and cytoskeleton-bound polysomes. {ECO:0000269|PubMed:15496142}.",NAA10 ARD1 ARD1A TE2,
P41567,cytoplasm [GO:0005737]; eukaryotic 43S preinitiation complex [GO:0016282]; nucleus [GO:0005634],,EIF1 SUI1,
P42224,axon [GO:0030424]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; nuclear chromatin [GO:0000790]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15322115, ECO:0000269|PubMed:26479788, ECO:0000269|PubMed:27796300, ECO:0000269|PubMed:28753426}. Nucleus {ECO:0000269|PubMed:15322115, ECO:0000269|PubMed:26479788, ECO:0000269|PubMed:28753426}. Note=Translocated into the nucleus upon tyrosine phosphorylation and dimerization, in response to IFN-gamma and signaling by activated FGFR1, FGFR2, FGFR3 or FGFR4 (PubMed:15322115). Monomethylation at Lys-525 is required for phosphorylation at Tyr-701 and translocation into the nucleus (PubMed:28753426). Translocates into the nucleus in response to interferon-beta stimulation (PubMed:26479788). {ECO:0000269|PubMed:15322115, ECO:0000269|PubMed:26479788, ECO:0000269|PubMed:28753426}.",STAT1,
P42285,catalytic step 2 spliceosome [GO:0071013]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; TRAMP complex [GO:0031499],"SUBCELLULAR LOCATION: Nucleus, nucleoplasm. Nucleus, nucleolus. Nucleus {ECO:0000269|PubMed:16782053}.",MTREX DOB1 KIAA0052 MTR4 SKIV2L2,
P42677,cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]; ribosome [GO:0005840],,RPS27 MPS1,
P42694,cytosol [GO:0005829]; membrane [GO:0016020]; nucleus [GO:0005634]; P granule [GO:0043186],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,HELZ DRHC KIAA0054,
P42695,"condensed chromosome, centromeric region [GO:0000779]; membrane [GO:0016020]; nuclear condensin complex [GO:0000799]; nuclear pericentric heterochromatin [GO:0031618]; nucleoplasm [GO:0005654]",SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14532007}.,NCAPD3 CAPD3 KIAA0056,
P42766,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; membrane [GO:0016020]; nucleolus [GO:0005730],,RPL35,
P42773,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634],,CDKN2C CDKN6,
P43243,membrane [GO:0016020]; nuclear inner membrane [GO:0005637]; nuclear matrix [GO:0016363],SUBCELLULAR LOCATION: Nucleus matrix.,MATR3 KIAA0723,
P43246,"membrane [GO:0016020]; mismatch repair complex [GO:0032300]; MutSalpha complex [GO:0032301]; MutSbeta complex [GO:0032302]; nuclear chromosome, telomeric region [GO:0000784]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]",SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:26300262}. Chromosome {ECO:0000269|PubMed:26300262}.,MSH2,
P43364,cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15684378}. Cytoplasm {ECO:0000269|PubMed:15684378}.,MAGEA11 MAGE11,
P43487,centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear envelope [GO:0005635]; nuclear pore [GO:0005643]; nucleus [GO:0005634],,RANBP1,
P43686,"cytosol [GO:0005829]; cytosolic proteasome complex [GO:0031597]; inclusion body [GO:0016234]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle, base subcomplex [GO:0008540]; synapse [GO:0045202]",SUBCELLULAR LOCATION: Cytoplasm. Nucleus.,PSMC4 MIP224 TBP7,
P45973,"chromocenter [GO:0010369]; histone deacetylase complex [GO:0000118]; histone methyltransferase complex [GO:0035097]; kinetochore [GO:0000776]; nuclear chromosome, telomeric region [GO:0000784]; nuclear envelope [GO:0005635]; nuclear heterochromatin [GO:0005720]; nuclear pericentric heterochromatin [GO:0031618]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; pericentric heterochromatin [GO:0005721]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904]; site of DNA damage [GO:0090734]; transcriptional repressor complex [GO:0017053]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10460410, ECO:0000269|PubMed:19617346}. Chromosome {ECO:0000269|PubMed:10460410}. Chromosome, centromere {ECO:0000269|PubMed:10460410, ECO:0000269|PubMed:21346195}. Note=Colocalizes with HNRNPU in the nucleus (PubMed:19617346). Component of centromeric and pericentromeric heterochromatin. Associates with chromosomes during mitosis. Associates specifically with chromatin during metaphase and anaphase. {ECO:0000269|PubMed:19617346}.",CBX5 HP1A,
P45974,cytosol [GO:0005829]; lysosome [GO:0005764],,USP5 ISOT,
P46060,aggresome [GO:0016235]; axon cytoplasm [GO:1904115]; condensed chromosome kinetochore [GO:0000777]; cytoplasm [GO:0005737]; cytoplasmic periphery of the nuclear pore complex [GO:1990723]; cytosol [GO:0005829]; dendrite [GO:0030425]; intracellular membrane-bounded organelle [GO:0043231]; mitotic spindle [GO:0072686]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nuclear pore cytoplasmic filaments [GO:0044614]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15037602, ECO:0000305|PubMed:8146159}. Nucleus, nucleoplasm {ECO:0000269|PubMed:8146159}. Nucleus envelope {ECO:0000269|PubMed:11854305, ECO:0000269|PubMed:15037602}. Chromosome, centromere, kinetochore {ECO:0000269|PubMed:11854305}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:11854305, ECO:0000269|PubMed:15037602}. Note=Cytoplasmic during interphase. Detected at the nuclear envelope during interphase (PubMed:11854305, PubMed:15037602). Targeted to the nuclear pores after sumoylation (PubMed:11854305). During mitosis, associates with mitotic spindles, but is essentially not detected at the spindle poles (PubMed:11854305, PubMed:15037602). Association with kinetochores appears soon after nuclear envelope breakdown and persists until late anaphase (PubMed:11854305). Mitotic location also requires sumoylation (PubMed:11854305). {ECO:0000269|PubMed:11854305, ECO:0000269|PubMed:15037602}.",RANGAP1 KIAA1835 SD,
P46063,chromosome [GO:0005694]; cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:7961977}.,RECQL RECQ1 RECQL1,
P46087,nucleolus [GO:0005730]; nucleoplasm [GO:0005654],"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849}.",NOP2 NOL1 NSUN1,
P46109,cytosol [GO:0005829]; extrinsic component of postsynaptic membrane [GO:0098890]; neuromuscular junction [GO:0031594]; nucleoplasm [GO:0005654]; protein-containing complex [GO:0032991],,CRKL,
P46459,cytosol [GO:0005829]; dendritic shaft [GO:0043198]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; lysosomal membrane [GO:0005765]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069],SUBCELLULAR LOCATION: Cytoplasm.,NSF,
P46776,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020],,RPL27A,
P46778,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020],"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:25957688}. Cytoplasm {ECO:0000305|PubMed:23636399, ECO:0000305|PubMed:25901680}. Endoplasmic reticulum {ECO:0000250|UniProtKB:P49666}. Note=Detected on cytosolic polysomes (PubMed:25957688). Detected in ribosomes that are associated with the rough endoplasmic reticulum (By similarity). {ECO:0000250|UniProtKB:P49666, ECO:0000269|PubMed:25957688}.",RPL21,
P46783,cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; ribosome [GO:0005840],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:20159986}. Nucleus, nucleolus {ECO:0000269|PubMed:20159986}. Note=Localized in the granular component (GC) region of the nucleolus. Methylation is required for its localization in the GC region. Colocalizes with NPS1 in the GC region of the nucleolus.",RPS10,
P46821,apical dendrite [GO:0097440]; axon [GO:0030424]; basal dendrite [GO:0097441]; cell junction [GO:0030054]; cell projection [GO:0042995]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; growth cone [GO:0030426]; hippocampal mossy fiber [GO:0097457]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; neuronal cell body [GO:0043025]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; photoreceptor outer segment [GO:0001750]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; somatodendritic compartment [GO:0036477]; synapse [GO:0045202]; varicosity [GO:0043196],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:18195017}. Cytoplasm {ECO:0000269|PubMed:18195017}. Cell junction, synapse {ECO:0000250}. Cell projection, dendritic spine {ECO:0000250}. Note=Colocalizes with DAPK1 in the microtubules and cortical actin fibers. {ECO:0000250}.; SUBCELLULAR LOCATION: MAP1 light chain LC1: Cytoplasm {ECO:0000250|UniProtKB:P14873}.",MAP1B,
P46937,cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; TEAD-1-YAP complex [GO:0071148]; TEAD-2-YAP complex [GO:0071149],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:18158288, ECO:0000269|PubMed:18280240, ECO:0000269|PubMed:20048001, ECO:0000269|PubMed:22525271}. Nucleus {ECO:0000269|PubMed:17974916, ECO:0000269|PubMed:18158288, ECO:0000269|PubMed:18280240, ECO:0000269|PubMed:20048001, ECO:0000269|PubMed:22525271, ECO:0000269|PubMed:28169360, ECO:0000269|PubMed:30447097}. Note=Both phosphorylation and cell density can regulate its subcellular localization. Phosphorylation sequesters it in the cytoplasm by inhibiting its translocation into the nucleus. At low density, predominantly nuclear and is translocated to the cytoplasm at high density (PubMed:18158288, PubMed:20048001). PTPN14 induces translocation from the nucleus to the cytoplasm (PubMed:22525271). {ECO:0000269|PubMed:18158288, ECO:0000269|PubMed:20048001, ECO:0000269|PubMed:22525271}.",YAP1 YAP65,
P47224,cytosol [GO:0005829]; membrane [GO:0016020],,RABIF MSS4 RASGRF3,
P47813,cytosol [GO:0005829],,EIF1AX EIF1A EIF4C,
P47914,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; membrane [GO:0016020],,RPL29,
P48147,cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020],SUBCELLULAR LOCATION: Cytoplasm.,PREP PEP,
P48506,cytosol [GO:0005829]; glutamate-cysteine ligase complex [GO:0017109]; mitochondrion [GO:0005739],,GCLC GLCL GLCLC,
P48539,cytosol [GO:0005829]; nucleus [GO:0005634]; protein-containing complex [GO:0032991],,PCP4 PEP19,
P48556,"cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle [GO:0005838]; proteasome regulatory particle, lid subcomplex [GO:0008541]",,PSMD8,
P48739,cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Golgi apparatus {ECO:0000250}.,PITPNB,
P49023,adherens junction [GO:0005912]; cell cortex [GO:0005938]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; microtubule associated complex [GO:0005875]; plasma membrane [GO:0005886]; stress fiber [GO:0001725],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:20489202}. Cell junction, focal adhesion {ECO:0000269|PubMed:20489202, ECO:0000269|PubMed:23128389}. Cytoplasm, cell cortex {ECO:0000250|UniProtKB:Q8VI36}. Note=Colocalizes with integrins at the cell periphery. Colocalize with PXN to membrane ruffles and the leading edge of migrating cells (PubMed:23128389). {ECO:0000250, ECO:0000269|PubMed:23128389}.",PXN,
P49321,cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q99MD9}. Nucleus {ECO:0000250|UniProtKB:Q99MD9}.,NASP,
P49354,CAAX-protein geranylgeranyltransferase complex [GO:0005953]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule associated complex [GO:0005875]; plasma membrane [GO:0005886]; protein farnesyltransferase complex [GO:0005965],,FNTA,
P49454,"axoneme [GO:0005930]; centrosome [GO:0005813]; chromosome, centromeric region [GO:0000775]; ciliary basal body [GO:0036064]; ciliary transition fiber [GO:0097539]; condensed chromosome outer kinetochore [GO:0000940]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; kinetochore [GO:0000776]; midbody [GO:0030496]; nuclear envelope [GO:0005635]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; pronucleus [GO:0045120]; spindle [GO:0005819]; spindle pole [GO:0000922]","SUBCELLULAR LOCATION: Cytoplasm, perinuclear region. Nucleus matrix. Chromosome, centromere, kinetochore. Cytoplasm, cytoskeleton, spindle. Note=Relocalizes to the kinetochore/centromere (coronal surface of the outer plate) and the spindle during mitosis. Observed in nucleus during interphase but not in the nucleolus. At metaphase becomes localized to areas including kinetochore and mitotic apparatus as well as cytoplasm. By telophase, is concentrated within the intracellular bridge at either side of the mid-body.",CENPF,
P49458,"cytosol [GO:0005829]; signal recognition particle, endoplasmic reticulum targeting [GO:0005786]; signal recognition particle receptor complex [GO:0005785]",SUBCELLULAR LOCATION: Cytoplasm.,SRP9,
P49589,cytoplasm [GO:0005737]; cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm.,CARS,
P49736,"chromatin [GO:0000785]; cytoplasm [GO:0005737]; MCM complex [GO:0042555]; microtubule cytoskeleton [GO:0015630]; nuclear chromosome, telomeric region [GO:0000784]; nuclear origin of replication recognition complex [GO:0005664]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]",SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:8175912}.,MCM2 BM28 CCNL1 CDCL1 KIAA0030,
P49750,cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17890166}. Nucleus speckle {ECO:0000250}. Note=Migrates to nucleolar caps upon blockage of transcription.,YLPM1 C14orf170 ZAP3,
P49756,cytoplasm [GO:0005737]; nuclear speck [GO:0016607],"SUBCELLULAR LOCATION: Nucleus speckle. Cytoplasm. Note=Colocalizes predominantly, with SFRS2 and LUC7L3 splicing factors, in nuclear speckles. Cytoplasmic localization is faint.",RBM25 RNPC7,
P49770,cytoplasm [GO:0005737]; cytosol [GO:0005829]; eukaryotic translation initiation factor 2B complex [GO:0005851],,EIF2B2 EIF2BB,
P49790,cytosol [GO:0005829]; host cell [GO:0043657]; nuclear inclusion body [GO:0042405]; nuclear membrane [GO:0031965]; nuclear periphery [GO:0034399]; nuclear pore [GO:0005643]; nuclear pore central transport channel [GO:0044613]; nuclear pore nuclear basket [GO:0044615]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654],"SUBCELLULAR LOCATION: Nucleus. Nucleus membrane. Nucleus, nuclear pore complex. Note=Tightly associated with the nuclear membrane and lamina (By similarity). Localized to the nucleoplasmic side of the nuclear pore complex (NPC) core structure, forming a fibrous structure called the nuclear basket. Dissociates from the NPC structure early during prophase of mitosis. Integrated in the newly assembled nuclear envelope of postmitotic cells early in G1. Colocalized with NUP98 and TPR to the nuclear basket at the nucleoplasmic side of the NPC. Detected in diffuse and discrete intranuclear foci. Remained localized to the nuclear membrane after poliovirus (PV) infection. {ECO:0000250}.",NUP153,
P49915,cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm.,GMPS,
P50238,cytoplasm [GO:0005737],,CRIP1 CRIP CRP1,
P50579,cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03175, ECO:0000269|PubMed:21537465}. Note=About 30% of expressed METAP2 associates with polysomes.",METAP2 MNPEP P67EIF2,
P51003,cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Note=The 90 kDa form is nuclear while the 100 kDa and the 106 kDa forms are both nuclear and cytoplasmic.,PAPOLA PAP,
P51116,axon [GO:0030424]; cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; dendritic spine [GO:0043197]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; polysome [GO:0005844]; postsynaptic density [GO:0014069]; ribonucleoprotein granule [GO:0035770],SUBCELLULAR LOCATION: Cytoplasm.,FXR2 FMR1L2,
P51452,cytosol [GO:0005829]; immunological synapse [GO:0001772]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10224087}.,DUSP3 VHR,
