Entry,Gene ontology (cellular component),Subcellular location [CC],Gene names,Signal peptide
O95602,nucleoplasm [GO:0005654]; RNA polymerase I complex [GO:0005736],"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250}.",POLR1A,
O95619,NuA4 histone acetyltransferase complex [GO:0035267]; nuclear matrix [GO:0016363]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654],"SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00376, ECO:0000269|PubMed:10913114}.",YEATS4 GAS41,
O95639,intracellular membrane-bounded organelle [GO:0043231]; mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Nucleus.,CPSF4 CPSF30 NAR NEB1,
O95671,cytosol [GO:0005829],,ASMTL,
O95714,centriole [GO:0005814]; cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole. Nucleus. Note=Recruited to sites of DNA damage in response to ionizing radiation (IR) via its interaction with RNF8. May loose association with centrosomes during mitosis.",HERC2,
O95749,cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm.,GGPS1,
O95777,Lsm2-8 complex [GO:0120115]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; U2-type precatalytic spliceosome [GO:0071005]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U6 snRNP [GO:0005688],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10523320, ECO:0000269|PubMed:26912367, ECO:0000269|PubMed:28781166}.",LSM8,
O95816,axon [GO:0030424]; chaperone complex [GO:0101031]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic microtubule [GO:1901588],,BAG2,
O95817,aggresome [GO:0016235]; chaperone complex [GO:0101031]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; neuron projection [GO:0043005]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; stress fiber [GO:0001725]; Z disc [GO:0030018],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:26159920}. Cytoplasm {ECO:0000269|PubMed:26159920}. Note=Colocalizes with HSF1 to the nucleus upon heat stress (PubMed:26159920). {ECO:0000269|PubMed:26159920}.,BAG3 BIS,
O95819,cytoplasm [GO:0005737]; focal adhesion [GO:0005925],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14966141}.,MAP4K4 HGK KIAA0687 NIK,
O95825,cytosol [GO:0005829],,CRYZL1 4P11,
O95834,cytoplasm [GO:0005737]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; spindle [GO:0005819],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11694528}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:11694528}. Note=Colocalizes with the microtubule cytoskeleton. Colocalizes with the mitotic spindle.",EML2 EMAP2 EMAPL2,
O95848,cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12429023}.,NUDT14 UGPP,
O95861,cytosol [GO:0005829],,BPNT1,
O95873,cytosol [GO:0005829],,C6orf47 G4,
O95983,cytoplasm [GO:0005737]; heterochromatin [GO:0000792]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; NuRD complex [GO:0016581]; protein-containing complex [GO:0032991],"SUBCELLULAR LOCATION: Nucleus. Chromosome. Note=Nuclear, in discrete foci. Detected on chromatin, at promoter regions of active genes.",MBD3,
O95985,condensed chromosome [GO:0000793]; nucleus [GO:0005634],,TOP3B TOP3B1,
O95989,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.,NUDT3 DIPP DIPP1,
O95996,actin filament [GO:0005884]; beta-catenin destruction complex [GO:0030877]; catenin complex [GO:0016342]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; intercellular bridge [GO:0045171]; lamellipodium membrane [GO:0031258]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; midbody [GO:0030496]; perinuclear region of cytoplasm [GO:0048471]; postsynapse [GO:0098794],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:10644998, ECO:0000269|PubMed:11691822, ECO:0000269|PubMed:25753423}. Golgi apparatus {ECO:0000269|PubMed:11691822}. Cytoplasm {ECO:0000269|PubMed:11691822}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:10646860}. Note=Associated with actin filaments (PubMed:11691822, PubMed:25753423). Associated with microtubule network (PubMed:10644998, PubMed:11691822, PubMed:25753423). {ECO:0000269|PubMed:10644998, ECO:0000269|PubMed:11691822, ECO:0000269|PubMed:25753423}.",APC2 APCL,
O95999,CBM complex [GO:0032449]; cytoplasm [GO:0005737]; cytoplasmic microtubule [GO:0005881]; cytosol [GO:0005829]; immunological synapse [GO:0001772]; lysosome [GO:0005764]; membrane raft [GO:0045121]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991],"SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000269|PubMed:17287217}. Membrane raft {ECO:0000269|PubMed:17287217}. Note=Appears to have a perinuclear, compact and filamentous pattern of expression. Also found in the nucleus of several types of tumor cells. Colocalized with DPP4 in membrane rafts.",BCL10 CIPER CLAP,
O96006,nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12663651}. Note=In granular structures.,ZBED1 ALTE DREF KIAA0785 TRAMP,
O96013,cell-cell adherens junction [GO:0005913]; cytoplasm [GO:0005737]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12356872}. Note=Seems to shuttle between cytoplasmic compartments depending on the activating effector. For example, can be found on the cell periphery after activation of growth-factor or integrin-mediated signaling pathways. {ECO:0000269|PubMed:12356872}.",PAK4 KIAA1142,
O96017,cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605],"SUBCELLULAR LOCATION: Isoform 2: Nucleus. Note=Isoform 10 is present throughout the cell.; SUBCELLULAR LOCATION: Isoform 4: Nucleus.; SUBCELLULAR LOCATION: Isoform 7: Nucleus.; SUBCELLULAR LOCATION: Isoform 9: Nucleus.; SUBCELLULAR LOCATION: Isoform 12: Nucleus.; SUBCELLULAR LOCATION: Nucleus, PML body. Nucleus, nucleoplasm. Note=Recruited into PML bodies together with TP53.",CHEK2 CDS1 CHK2 RAD53,
O96018,cytoplasm [GO:0005737]; dendritic spine [GO:0043197]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; synapse [GO:0045202],"SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000269|PubMed:19726677}.",APBA3 MINT3 X11L2,
O96019,Ino80 complex [GO:0031011]; npBAF complex [GO:0071564]; NuA4 histone acetyltransferase complex [GO:0035267]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; SWI/SNF complex [GO:0016514],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:18026119}.,ACTL6A BAF53 BAF53A INO80K,
O96028,chromatin [GO:0000785]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00267, ECO:0000269|PubMed:15677557, ECO:0000269|PubMed:16197452}. Chromosome {ECO:0000305}.; SUBCELLULAR LOCATION: Isoform 4: Cytoplasm.",NSD2 KIAA1090 MMSET TRX5 WHSC1,
P02545,cytosol [GO:0005829]; intermediate filament [GO:0005882]; lamin filament [GO:0005638]; nuclear envelope [GO:0005635]; nuclear lamina [GO:0005652]; nuclear membrane [GO:0031965]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15372542}. Nucleus envelope {ECO:0000269|PubMed:29599122}. Nucleus lamina. Nucleus, nucleoplasm. Note=Farnesylation of prelamin-A/C facilitates nuclear envelope targeting and subsequent cleaveage by ZMPSTE24/FACE1 to remove the farnesyl group produces mature lamin-A/C, which can then be inserted into the nuclear lamina. EMD is required for proper localization of non-farnesylated prelamin-A/C.; SUBCELLULAR LOCATION: Isoform C: Nucleus speckle {ECO:0000269|PubMed:16061563}.",LMNA LMN1,
P04183,cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm.,TK1,
P04198,chromatin [GO:0000785]; nuclear chromatin [GO:0000790]; nucleolus [GO:0005730]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus.,MYCN BHLHE37 NMYC,
P04731,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471],,MT1A MT1S,
P04733,cytoplasm [GO:0005737]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471],,MT1F PRO0376,
P05114,chromatin [GO:0000785]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus. Cytoplasm. Note=Cytoplasmic enrichment upon phosphorylation. The RNA edited version localizes to the nucleus.,HMGN1 HMG14,
P05423,cytosol [GO:0005829]; nuclear chromatin [GO:0000790]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; RNA polymerase III complex [GO:0005666],SUBCELLULAR LOCATION: Nucleus.,POLR3D BN51 BN51T,
P05455,"cytoplasm [GO:0005737]; nuclear chromosome, telomeric region [GO:0000784]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]",SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,SSB,
P06132,cytosol [GO:0005829]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Cytoplasm.,UROD,
P06400,chromatin [GO:0000785]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; Rb-E2F complex [GO:0035189]; spindle [GO:0005819]; SWI/SNF complex [GO:0016514]; transcription factor complex [GO:0005667],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20940255}.,RB1,
P06454,cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus.,PTMA TMSA,
P06748,centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; protein-DNA complex [GO:0032993]; ribonucleoprotein complex [GO:1990904]; spindle pole centrosome [GO:0031616],"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:19208757, ECO:0000269|PubMed:22528486, ECO:0000269|PubMed:25818168, ECO:0000269|PubMed:25956029}. Nucleus, nucleoplasm {ECO:0000269|PubMed:25818168}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:14654843}. Note=Generally nucleolar, but is translocated to the nucleoplasm in case of serum starvation or treatment with anticancer drugs. Has been found in the cytoplasm in patients with primary acute myelogenous leukemia (AML), but not with secondary AML. Can shuttle between cytoplasm and nucleus. Co- localizes with the methylated form of RPS10 in the granular component (GC) region of the nucleolus. Colocalized with nucleolin and APEX1 in nucleoli. Isoform 1 of NEK2 is required for its localization to the centrosome during mitosis.",NPM1 NPM,
P07197,axon [GO:0030424]; intermediate filament cytoskeleton [GO:0045111]; neurofibrillary tangle [GO:0097418]; neurofilament [GO:0005883],,NEFM NEF3 NFM,
P07305,actin cytoskeleton [GO:0015629]; Golgi apparatus [GO:0005794]; nuclear body [GO:0016604]; nuclear chromatin [GO:0000790]; nuclear euchromatin [GO:0005719]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]; transcriptional repressor complex [GO:0017053],"SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00837, ECO:0000269|PubMed:18993075}. Chromosome {ECO:0000255|PROSITE-ProRule:PRU00837, ECO:0000269|PubMed:18993075}. Note=The RNA edited version has been localized to nuclear speckles. During mitosis, it appears in the vicinity of condensed chromosomes.",H1F0 H1FV,
P07438,cytoplasm [GO:0005737]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471],,MT1B MT1Q,
P07902,cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794],,GALT,
P08243,cytosol [GO:0005829],,ASNS TS11,
P08397,cytoplasm [GO:0005737]; cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.,HMBS PBGD UPS,
P08579,catalytic step 2 spliceosome [GO:0071013]; fibrillar center [GO:0001650]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U1 snRNP [GO:0005685]; U2 snRNP [GO:0005686]; U2-type catalytic step 2 spliceosome [GO:0071007]; U2-type precatalytic spliceosome [GO:0071005],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:28076346, ECO:0000269|PubMed:28502770, ECO:0000269|PubMed:28781166}.",SNRPB2,
P08621,nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U1 snRNP [GO:0005685],"SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000269|PubMed:17656373}. Nucleus, nucleoplasm {ECO:0000269|PubMed:17656373, ECO:0000269|PubMed:21113136}. Note=Colocalizes with SCNM1 and LUC7L2 in nuclear speckles. {ECO:0000250|UniProtKB:Q62376}.",SNRNP70 RNPU1Z RPU1 SNRP70 U1AP1,
P08651,fibrillar center [GO:0001650]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus.,NFIC NFI,
P08708,cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; ribosome [GO:0005840]; synapse [GO:0045202],,RPS17 RPS17L,
P09012,nucleoplasm [GO:0005654]; spliceosomal complex [GO:0005681]; U1 snRNP [GO:0005685],SUBCELLULAR LOCATION: Nucleus.,SNRPA,
P09132,"cytosol [GO:0005829]; nucleolus [GO:0005730]; signal recognition particle [GO:0048500]; signal recognition particle, endoplasmic reticulum targeting [GO:0005786]",SUBCELLULAR LOCATION: Cytoplasm.,SRP19,
P09234,Cajal body [GO:0015030]; commitment complex [GO:0000243]; nucleoplasm [GO:0005654]; U1 snRNP [GO:0005685]; U2-type prespliceosome [GO:0071004],"SUBCELLULAR LOCATION: Nucleus {ECO:0000255|HAMAP-Rule:MF_03153, ECO:0000269|PubMed:2136774}.",SNRPC,
P09455,cytosol [GO:0005829]; lipid droplet [GO:0005811]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:22665496}. Lipid droplet {ECO:0000269|PubMed:15632377}.,RBP1 CRBP1,
P09488,cytoplasm [GO:0005737]; cytosol [GO:0005829]; intercellular bridge [GO:0045171],SUBCELLULAR LOCATION: Cytoplasm.,GSTM1 GST1,
P09661,catalytic step 2 spliceosome [GO:0071013]; nuclear body [GO:0016604]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; small nuclear ribonucleoprotein complex [GO:0030532]; spliceosomal complex [GO:0005681]; U2 snRNP [GO:0005686]; U2-type catalytic step 2 spliceosome [GO:0071007]; U2-type precatalytic spliceosome [GO:0071005],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11991638, ECO:0000269|PubMed:28076346, ECO:0000269|PubMed:28502770, ECO:0000269|PubMed:28781166}.",SNRPA1,
P09884,alpha DNA polymerase:primase complex [GO:0005658]; cytosol [GO:0005829]; nuclear envelope [GO:0005635]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:27019227}. Cytoplasm, cytosol {ECO:0000269|PubMed:27019227}. Note=In the cytosol, colocalizes with RNA:DNA hybrids with a speckled pattern. {ECO:0000269|PubMed:27019227}.",POLA1 POLA,
P09914,cytoplasm [GO:0005737]; cytosol [GO:0005829]; host cell [GO:0043657],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19008854, ECO:0000269|PubMed:21642987}.",IFIT1 G10P1 IFI56 IFNAI1 ISG56,
P09936,axon cytoplasm [GO:1904115]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; neuronal cell body [GO:0043025]; neuron projection terminus [GO:0044306]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19261853}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:19261853}; Lipid-anchor {ECO:0000269|PubMed:19261853}. Note=About 30% of total UCHL1 is associated with membranes in brain.,UCHL1,
P0C7P3,cytoplasm [GO:0005737]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Protein SLFN14: Nucleus {ECO:0000269|PubMed:25996083, ECO:0000269|PubMed:26280575}.",SLFN14,
P0DMM9,cytosol [GO:0005829],SUBCELLULAR LOCATION: Cytoplasm.,SULT1A3 STM,
P0DN76,nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; spliceosomal complex [GO:0005681]; U2AF [GO:0089701],SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q01081}. Nucleus speckle {ECO:0000250|UniProtKB:Q01081}.,U2AF1L5,
P0DN79,cytoplasm [GO:0005737]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P35520}. Nucleus {ECO:0000250|UniProtKB:P35520}.,CBSL,
P10071,axoneme [GO:0005930]; ciliary base [GO:0097546]; ciliary tip [GO:0097542]; cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcriptional repressor complex [GO:0017053],"SUBCELLULAR LOCATION: Nucleus. Cytoplasm. Cell projection, cilium. Note=GLI3FL is localized predominantly in the cytoplasm while GLI3R resides mainly in the nucleus. Ciliary accumulation requires the presence of KIF7 and SMO. Translocation to the nucleus is promoted by interaction with ZIC1.",GLI3,
P10074,"chromosome, telomeric region [GO:0000781]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]","SUBCELLULAR LOCATION: Nucleus {ECO:0000305}. Chromosome, telomere {ECO:0000269|PubMed:28082411, ECO:0000269|PubMed:28500257}. Note=Directly binds the telomeric double-stranded 5'-TTAGGG-3' repeat (PubMed:28500257, PubMed:28082411). According to a report, preferentially binds to long telomeres that have a low concentration of shelterin complex, competing with the telomeric repeat binding factors TERF1 and TERF2 (PubMed:28082411). According to another report, binds telomeres regardless of their length (PubMed:28500257). {ECO:0000269|PubMed:28082411, ECO:0000269|PubMed:28500257}.",ZBTB48 HKR3 TZAP ZNF855,
P10155,cytosol [GO:0005829]; nucleoplasm [GO:0005654]; ribonucleoprotein complex [GO:1990904],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17289661}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs.,RO60 SSA2 TROVE2,
P10243,nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P51960}.,MYBL1 AMYB,
P10244,Myb complex [GO:0031523]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Nucleus.,MYBL2 BMYB,
P10911,cytoskeleton [GO:0005856]; cytosol [GO:0005829]; membrane [GO:0016020],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15157669}.; SUBCELLULAR LOCATION: Isoform 1: Membrane.; SUBCELLULAR LOCATION: Isoform 3: Membrane. Note=Colocalizes with CDC42 to plasma membrane.,MCF2 DBL,
P11137,apical distal dendrite [GO:0150014]; axon hillock [GO:0043203]; axon initial segment [GO:0043194]; basal dendrite [GO:0097441]; CA3 pyramidal cell dendrite [GO:0097442]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendrite cytoplasm [GO:0032839]; dendritic branch [GO:0044307]; dendritic filopodium [GO:1902737]; dendritic growth cone [GO:0044294]; dendritic shaft [GO:0043198]; distal dendrite [GO:0150002]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; nuclear periphery [GO:0034399]; nucleolus [GO:0005730]; postsynaptic density [GO:0014069]; primary dendrite [GO:0150001]; proximal dendrite [GO:1990635]; proximal neuron projection [GO:1990769],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000305}. Cell projection, dendrite {ECO:0000250|UniProtKB:P20357}.",MAP2,
P11171,basolateral plasma membrane [GO:0016323]; cell cortex region [GO:0099738]; cell junction [GO:0030054]; cortical cytoskeleton [GO:0030863]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; spectrin-associated cytoskeleton [GO:0014731],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:12427749}. Cytoplasm, cell cortex {ECO:0000269|PubMed:12427749, ECO:0000269|PubMed:23870127}. Nucleus {ECO:0000269|PubMed:12427749}.",EPB41 E41P,
P11172,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634],,UMPS OK/SW-cl.21,
P11387,DNA topoisomerase complex (ATP-hydrolyzing) [GO:0009330]; fibrillar center [GO:0001650]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P-body [GO:0000932]; perikaryon [GO:0043204]; protein-DNA complex [GO:0032993]; replication fork protection complex [GO:0031298],"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12149243}. Nucleus, nucleoplasm {ECO:0000269|PubMed:12149243}. Note=Diffuse nuclear localization with some enrichment in nucleoli. On CPT treatment, cleared from nucleoli into nucleoplasm. Sumoylated forms found in both nucleoplasm and nucleoli.",TOP1,
P11388,condensed chromosome [GO:0000793]; cytoplasm [GO:0005737]; DNA topoisomerase complex (ATP-hydrolyzing) [GO:0009330]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904]; viral integration complex [GO:0019035],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22013166}. Nucleus, nucleoplasm {ECO:0000269|PubMed:22013166}. Note=Generally located in the nucleoplasm.",TOP2A TOP2,
P11441,BAT3 complex [GO:0071818]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:20676083, ECO:0000269|PubMed:21636303}. Nucleus {ECO:0000269|PubMed:21636303}.",UBL4A DXS254E GDX UBL4,
P11926,cytoplasm [GO:0005737]; cytosol [GO:0005829]; perinuclear region of cytoplasm [GO:0048471],,ODC1,
P12755,centrosome [GO:0005813]; cytoplasm [GO:0005737]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; protein-containing complex [GO:0032991]; transcriptional repressor complex [GO:0017053]; transcription factor complex [GO:0005667],SUBCELLULAR LOCATION: Nucleus.,SKI,
P13533,cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],"SUBCELLULAR LOCATION: Cytoplasm, myofibril. Note=Thick filaments of the myofibrils.",MYH6 MYHCA,
P13640,cytoplasm [GO:0005737]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471],,MT1G MT1K MT1M,
P13797,actin filament [GO:0005884]; actin filament bundle [GO:0032432]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886],SUBCELLULAR LOCATION: Cytoplasm.,PLS3,
P13807,cytoplasm [GO:0005737]; cytosol [GO:0005829]; inclusion body [GO:0016234]; membrane [GO:0016020],,GYS1 GYS,
P13984,microtubule cytoskeleton [GO:0015630]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcriptional preinitiation complex [GO:0097550]; transcription factor TFIIF complex [GO:0005674],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10454543}.,GTF2F2 RAP30,
P14324,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654],SUBCELLULAR LOCATION: Cytoplasm.,FDPS FPS KIAA1293,
P14678,catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; histone pre-mRNA 3'end processing complex [GO:0071204]; methylosome [GO:0034709]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; small nuclear ribonucleoprotein complex [GO:0030532]; SMN-Sm protein complex [GO:0034719]; spliceosomal complex [GO:0005681]; telomerase holoenzyme complex [GO:0005697]; U12-type spliceosomal complex [GO:0005689]; U1 snRNP [GO:0005685]; U2 snRNP [GO:0005686]; U2-type catalytic step 2 spliceosome [GO:0071007]; U2-type precatalytic spliceosome [GO:0071005]; U2-type prespliceosome [GO:0071004]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U4 snRNP [GO:0005687]; U5 snRNP [GO:0005682]; U7 snRNP [GO:0005683],"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:18984161}. Nucleus {ECO:0000269|PubMed:11574479, ECO:0000269|PubMed:11991638, ECO:0000269|PubMed:26912367, ECO:0000269|PubMed:28076346, ECO:0000269|PubMed:28502770, ECO:0000269|PubMed:28781166}. Note=SMN-mediated assembly into core snRNPs occurs in the cytosol before SMN-mediated transport to the nucleus to be included in spliceosomes. {ECO:0000305}.",SNRPB COD SNRPB1,
P15170,cytosol [GO:0005829]; translation release factor complex [GO:0018444],,GSPT1 ERF3A,
P15374,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Cytoplasm.,UCHL3,
P15408,nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus.,FOSL2 FRA2,
P15559,cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; neuronal cell body [GO:0043025],SUBCELLULAR LOCATION: Cytoplasm.,NQO1 DIA4 NMOR1,
P15882,cytosol [GO:0005829],,CHN1 ARHGAP2 CHN,
P15918,DNA recombinase complex [GO:0097519]; endodeoxyribonuclease complex [GO:1905347]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00820}.,RAG1 RNF74,
