protein,breast_MDAMB231,colon_HCT116,ewingsarcoma_CHLA10,ewingsarcoma_TC32,melanoma_A375,melanoma_HS895T,melanoma_SH4,ovary_patientsample,prostate_PC3
Q8N264,0,0,0,0,0,0,0,1,0
Q8N4X5,0,0,0,0,0,0,0,1,0
Q8N5F7,0,0,0,0,0,0,0,1,0
Q8N5L8,0,0,0,0,0,0,0,1,0
Q8N6T3,0,0,0,0,0,0,0,1,0
Q8N6T7,0,0,0,0,0,0,0,1,0
Q8N7A1,0,0,0,0,0,0,0,1,0
Q8N895,0,0,0,0,0,0,0,1,0
Q8N8E3,0,0,0,0,0,0,0,1,0
Q8N9C0,0,0,0,0,0,0,0,1,0
Q8N9N2,0,0,0,0,0,0,0,1,0
Q8N9V7,0,0,0,0,0,0,0,1,0
Q8NB78,0,0,0,0,0,0,0,1,0
Q8NCF5,0,0,0,0,0,0,0,1,0
Q8ND82,0,0,0,0,0,0,0,1,0
Q8NDF8,0,0,0,0,0,0,0,1,0
Q8NDI1,0,0,0,0,0,0,0,1,0
Q8NDT2,0,0,0,0,0,0,0,1,0
Q8NDV3,0,0,0,0,0,0,0,1,0
Q8NDY6,0,0,0,0,0,0,0,1,0
Q8NEF9,0,0,0,0,0,0,0,1,0
Q8NEH6,0,0,0,0,0,0,0,1,0
Q8NEV8,0,0,0,0,0,0,0,1,0
Q8NEY1,0,0,0,0,0,0,0,1,0
Q8NFA0,0,0,0,0,0,0,0,1,0
Q8NFH3,0,0,0,0,0,0,0,1,0
Q8NFI3,0,0,0,0,0,0,0,1,0
Q8NFU3,0,0,0,0,0,0,0,1,0
Q8NFW8,0,0,0,0,0,0,0,1,0
Q8NFZ0,0,0,0,0,0,0,0,1,0
Q8NG50,0,0,0,0,0,0,0,1,0
Q8NHM5,0,0,0,0,0,0,0,1,0
Q8NHQ1,0,0,0,0,0,0,0,1,0
Q8NHQ9,0,0,0,0,0,0,0,1,0
Q8NHS2,0,0,0,0,0,0,0,1,0
Q8NI27,0,0,0,0,0,0,0,1,0
Q8NI36,0,0,0,0,0,0,0,1,0
Q8TAC2,0,0,0,0,0,0,0,1,0
Q8TBC3,0,0,0,0,0,0,0,1,0
Q8TBY9,0,0,0,0,0,0,0,1,0
Q8TBZ3,0,0,0,0,0,0,0,1,0
Q8TD19,0,0,0,0,0,0,0,1,0
Q8TDN6,0,0,0,0,0,0,0,1,0
Q8TDP1,0,0,0,0,0,0,0,1,0
Q8TDY2,0,0,0,0,0,0,0,1,0
Q8TDZ2,0,0,0,0,0,0,0,1,0
Q8TE77,0,0,0,0,0,0,0,1,0
Q8TE85,0,0,0,0,0,0,0,1,0
Q8TEB1,0,0,0,0,0,0,0,1,0
Q8TED0,0,0,0,0,0,0,0,1,0
Q8TEP8,0,0,0,0,0,0,0,1,0
Q8TEW8,0,0,0,0,0,0,0,1,0
Q8TF68,0,0,0,0,0,0,0,1,0
Q8WTS6,0,0,0,0,0,0,0,1,0
Q8WU79,0,0,0,0,0,0,0,1,0
Q8WUA4,0,0,0,0,0,0,0,1,0
Q8WUB8,0,0,0,0,0,0,0,1,0
Q8WUD4,0,0,0,0,0,0,0,1,0
Q8WUP2,0,0,0,0,0,0,0,1,0
Q8WUX9,0,0,0,0,0,0,0,1,0
Q8WV22,0,0,0,0,0,0,0,1,0
Q8WVC0,0,0,0,0,0,0,0,1,0
Q8WVV4,0,0,0,0,0,0,0,1,0
Q8WW22,0,0,0,0,0,0,0,1,0
Q8WW59,0,0,0,0,0,0,0,1,0
Q8WXA3,0,0,0,0,0,0,0,1,0
Q8WXA9,0,0,0,0,0,0,0,1,0
Q8WXD5,0,0,0,0,0,0,0,1,0
Q8WY36,0,0,0,0,0,0,0,1,0
Q8WYP3,0,0,0,0,0,0,0,1,0
Q8WZ64,0,0,0,0,0,0,0,1,0
Q92503,0,0,0,0,0,0,0,1,0
Q92530,0,0,0,0,0,0,0,1,0
Q92540,0,0,0,0,0,0,0,1,0
Q92541,0,0,0,0,0,0,0,1,0
Q92547,0,0,0,0,0,0,0,1,0
Q92560,0,0,0,0,0,0,0,1,0
Q92564,0,0,0,0,0,0,0,1,0
Q92565,0,0,0,0,0,0,0,1,0
Q92600,0,0,0,0,0,0,0,1,0
Q92615,0,0,0,0,0,0,0,1,0
Q92618,0,0,0,0,0,0,0,1,0
Q92620,0,0,0,0,0,0,0,1,0
Q92625,0,0,0,0,0,0,0,1,0
Q92636,0,0,0,0,0,0,0,1,0
Q92782,0,0,0,0,0,0,0,1,0
Q92786,0,0,0,0,0,0,0,1,0
Q92793,0,0,0,0,0,0,0,1,0
Q92800,0,0,0,0,0,0,0,1,0
Q92845,0,0,0,0,0,0,0,1,0
Q92890,0,0,0,0,0,0,0,1,0
Q92989,0,0,0,0,0,0,0,1,0
Q92990,0,0,0,0,0,0,0,1,0
Q92997,0,0,0,0,0,0,0,1,0
Q969M7,0,0,0,0,0,0,0,1,0
Q969R5,0,0,0,0,0,0,0,1,0
Q969R8,0,0,0,0,0,0,0,1,0
Q969S3,0,0,0,0,0,0,0,1,0
Q969T9,0,0,0,0,0,0,0,1,0
Q969X6,0,0,0,0,0,0,0,1,0
Q96A65,0,0,0,0,0,0,0,1,0
Q96AB3,0,0,0,0,0,0,0,1,0
Q96AY4,0,0,0,0,0,0,0,1,0
Q96B01,0,0,0,0,0,0,0,1,0
Q96BH1,0,0,0,0,0,0,0,1,0
Q96BJ3,0,0,0,0,0,0,0,1,0
Q96BN8,0,0,0,0,0,0,0,1,0
Q96BP3,0,0,0,0,0,0,0,1,0
Q96BX8,0,0,0,0,0,0,0,1,0
Q96C01,0,0,0,0,0,0,0,1,0
Q96C11,0,0,0,0,0,0,0,1,0
Q96CD2,0,0,0,0,0,0,0,1,0
Q96CN4,0,0,0,0,0,0,0,1,0
Q96CW5,0,0,0,0,0,0,0,1,0
Q96D46,0,0,0,0,0,0,0,1,0
Q96DC9,0,0,0,0,0,0,0,1,0
Q96DE0,0,0,0,0,0,0,0,1,0
Q96DN6,0,0,0,0,0,0,0,1,0
Q96DT7,0,0,0,0,0,0,0,1,0
Q96EI5,0,0,0,0,0,0,0,1,0
Q96EP1,0,0,0,0,0,0,0,1,0
Q96ES7,0,0,0,0,0,0,0,1,0
Q96F44,0,0,0,0,0,0,0,1,0
Q96F86,0,0,0,0,0,0,0,1,0
Q96FC7,0,0,0,0,0,0,0,1,0
Q96FX7,0,0,0,0,0,0,0,1,0
Q96G25,0,0,0,0,0,0,0,1,0
Q96GA7,0,0,0,0,0,0,0,1,0
Q96GN5,0,0,0,0,0,0,0,1,0
Q96GQ7,0,0,0,0,0,0,0,1,0
Q96H79,0,0,0,0,0,0,0,1,0
Q96HA7,0,0,0,0,0,0,0,1,0
Q96HA8,0,0,0,0,0,0,0,1,0
Q96HQ2,0,0,0,0,0,0,0,1,0
Q96HR3,0,0,0,0,0,0,0,1,0
Q96HR8,0,0,0,0,0,0,0,1,0
Q96HW7,0,0,0,0,0,0,0,1,0
Q96IK5,0,0,0,0,0,0,0,1,0
Q96IV0,0,0,0,0,0,0,0,1,0
Q96J01,0,0,0,0,0,0,0,1,0
Q96JB5,0,0,0,0,0,0,0,1,0
Q96JD6,0,0,0,0,0,0,0,1,0
Q96JG9,0,0,0,0,0,0,0,1,0
Q96JM3,0,0,0,0,0,0,0,1,0
Q96JY6,0,0,0,0,0,0,0,1,0
Q96K76,0,0,0,0,0,0,0,1,0
Q96KB5,0,0,0,0,0,0,0,1,0
Q96L91,0,0,0,0,0,0,0,1,0
Q96LA8,0,0,0,0,0,0,0,1,0
Q96LD8,0,0,0,0,0,0,0,1,0
Q96LI5,0,0,0,0,0,0,0,1,0
Q96M02,0,0,0,0,0,0,0,1,0
Q96M96,0,0,0,0,0,0,0,1,0
Q96ME7,0,0,0,0,0,0,0,1,0
Q96MF7,0,0,0,0,0,0,0,1,0
Q96MI9,0,0,0,0,0,0,0,1,0
Q96MU7,0,0,0,0,0,0,0,1,0
Q96MY1,0,0,0,0,0,0,0,1,0
Q96N20,0,0,0,0,0,0,0,1,0
Q96N23,0,0,0,0,0,0,0,1,0
Q96N96,0,0,0,0,0,0,0,1,0
Q96NC0,0,0,0,0,0,0,0,1,0
Q96NG3,0,0,0,0,0,0,0,1,0
Q96NL6,0,0,0,0,0,0,0,1,0
Q96P47,0,0,0,0,0,0,0,1,0
Q96PU4,0,0,0,0,0,0,0,1,0
Q96PY6,0,0,0,0,0,0,0,1,0
Q96Q05,0,0,0,0,0,0,0,1,0
Q96Q15,0,0,0,0,0,0,0,1,0
Q96QU8,0,0,0,0,0,0,0,1,0
Q96R05,0,0,0,0,0,0,0,1,0
Q96RE7,0,0,0,0,0,0,0,1,0
Q96RK0,0,0,0,0,0,0,0,1,0
Q96RL1,0,0,0,0,0,0,0,1,0
Q96S15,0,0,0,0,0,0,0,1,0
Q96S44,0,0,0,0,0,0,0,1,0
Q96S55,0,0,0,0,0,0,0,1,0
Q96ST2,0,0,0,0,0,0,0,1,0
Q96ST3,0,0,0,0,0,0,0,1,0
Q96SU4,0,0,0,0,0,0,0,1,0
Q96SY0,0,0,0,0,0,0,0,1,0
Q96SZ5,0,0,0,0,0,0,0,1,0
Q96T23,0,0,0,0,0,0,0,1,0
Q99424,0,0,0,0,0,0,0,1,0
Q99447,0,0,0,0,0,0,0,1,0
Q99457,0,0,0,0,0,0,0,1,0
Q99543,0,0,0,0,0,0,0,1,0
Q99611,0,0,0,0,0,0,0,1,0
Q99697,0,0,0,0,0,0,0,1,0
Q99704,0,0,0,0,0,0,0,1,0
Q99707,0,0,0,0,0,0,0,1,0
Q99728,0,0,0,0,0,0,0,1,0
Q99871,0,0,0,0,0,0,0,1,0
Q99959,0,0,0,0,0,0,0,1,0
Q99973,0,0,0,0,0,0,0,1,0
Q99986,0,0,0,0,0,0,0,1,0
Q9BPW5,0,0,0,0,0,0,0,1,0
Q9BQ39,0,0,0,0,0,0,0,1,0
Q9BQ87,0,0,0,0,0,0,0,1,0
Q9BQC3,0,0,0,0,0,0,0,1,0
Q9BRD0,0,0,0,0,0,0,0,1,0
Q9BRJ7,0,0,0,0,0,0,0,1,0
Q9BRP4,0,0,0,0,0,0,0,1,0
Q9BRQ0,0,0,0,0,0,0,0,1,0
Q9BRX2,0,0,0,0,0,0,0,1,0
Q9BRX5,0,0,0,0,0,0,0,1,0
Q9BRX9,0,0,0,0,0,0,0,1,0
Q9BSB4,0,0,0,0,0,0,0,1,0
Q9BSC4,0,0,0,0,0,0,0,1,0
Q9BTE1,0,0,0,0,0,0,0,1,0
Q9BTE6,0,0,0,0,0,0,0,1,0
Q9BU02,0,0,0,0,0,0,0,1,0
Q9BU89,0,0,0,0,0,0,0,1,0
Q9BUE0,0,0,0,0,0,0,0,1,0
Q9BUI4,0,0,0,0,0,0,0,1,0
Q9BUR4,0,0,0,0,0,0,0,1,0
Q9BVC4,0,0,0,0,0,0,0,1,0
Q9BVJ7,0,0,0,0,0,0,0,1,0
Q9BW27,0,0,0,0,0,0,0,1,0
Q9BW30,0,0,0,0,0,0,0,1,0
Q9BW85,0,0,0,0,0,0,0,1,0
Q9BWE0,0,0,0,0,0,0,0,1,0
Q9BWF3,0,0,0,0,0,0,0,1,0
Q9BWH6,0,0,0,0,0,0,0,1,0
Q9BWT7,0,0,0,0,0,0,0,1,0
Q9BWU0,0,0,0,0,0,0,0,1,0
Q9BX26,0,0,0,0,0,0,0,1,0
Q9BX46,0,0,0,0,0,0,0,1,0
Q9BXB4,0,0,0,0,0,0,0,1,0
Q9BXF3,0,0,0,0,0,0,0,1,0
Q9BXS6,0,0,0,0,0,0,0,1,0
Q9BXY0,0,0,0,0,0,0,0,1,0
Q9BY42,0,0,0,0,0,0,0,1,0
Q9BY77,0,0,0,0,0,0,0,1,0
Q9BYJ1,0,0,0,0,0,0,0,1,0
Q9BYK8,0,0,0,0,0,0,0,1,0
Q9BYM8,0,0,0,0,0,0,0,1,0
Q9BYT5,0,0,0,0,0,0,0,1,0
Q9BYV8,0,0,0,0,0,0,0,1,0
Q9BZ95,0,0,0,0,0,0,0,1,0
Q9BZI7,0,0,0,0,0,0,0,1,0
Q9BZL1,0,0,0,0,0,0,0,1,0
Q9BZL4,0,0,0,0,0,0,0,1,0
Q9C075,0,0,0,0,0,0,0,1,0
Q9C0B0,0,0,0,0,0,0,0,1,0
Q9C0D3,0,0,0,0,0,0,0,1,0
Q9C0G0,0,0,0,0,0,0,0,1,0
Q9C0J8,0,0,0,0,0,0,0,1,0
Q9GZQ3,0,0,0,0,0,0,0,1,0
Q9GZS1,0,0,0,0,0,0,0,1,0
Q9GZT9,0,0,0,0,0,0,0,1,0
Q9GZU2,0,0,0,0,0,0,0,1,0
Q9GZX5,0,0,0,0,0,0,0,1,0
Q9H081,0,0,0,0,0,0,0,1,0
Q9H089,0,0,0,0,0,0,0,1,0
Q9H0A8,0,0,0,0,0,0,0,1,0
Q9H0G5,0,0,0,0,0,0,0,1,0
Q9H0J9,0,0,0,0,0,0,0,1,0
Q9H0K1,0,0,0,0,0,0,0,1,0
Q9H0N5,0,0,0,0,0,0,0,1,0
Q9H0P0,0,0,0,0,0,0,0,1,0
Q9H1D9,0,0,0,0,0,0,0,1,0
Q9H1Z4,0,0,0,0,0,0,0,1,0
Q9H211,0,0,0,0,0,0,0,1,0
Q9H257,0,0,0,0,0,0,0,1,0
Q9H2M9,0,0,0,0,0,0,0,1,0
Q9H2P9,0,0,0,0,0,0,0,1,0
Q9H307,0,0,0,0,0,0,0,1,0
Q9H3S4,0,0,0,0,0,0,0,1,0
Q9H477,0,0,0,0,0,0,0,1,0
Q9H479,0,0,0,0,0,0,0,1,0
Q9H489,0,0,0,0,0,0,0,1,0
Q9H4G0,0,0,0,0,0,0,0,1,0
Q9H4Z2,0,0,0,0,0,0,0,1,0
Q9H5N1,0,0,0,0,0,0,0,1,0
Q9H5X1,0,0,0,0,0,0,0,1,0
Q9H668,0,0,0,0,0,0,0,1,0
Q9H6E5,0,0,0,0,0,0,0,1,0
Q9H6Q4,0,0,0,0,0,0,0,1,0
Q9H6T3,0,0,0,0,0,0,0,1,0
Q9H6V9,0,0,0,0,0,0,0,1,0
Q9H6W3,0,0,0,0,0,0,0,1,0
Q9H788,0,0,0,0,0,0,0,1,0
Q9H7B2,0,0,0,0,0,0,0,1,0
Q9H7C9,0,0,0,0,0,0,0,1,0
Q9H7E2,0,0,0,0,0,0,0,1,0
Q9H7L9,0,0,0,0,0,0,0,1,0
Q9H7N4,0,0,0,0,0,0,0,1,0
Q9H7P9,0,0,0,0,0,0,0,1,0
Q9H7T9,0,0,0,0,0,0,0,1,0
Q9H814,0,0,0,0,0,0,0,1,0
Q9H867,0,0,0,0,0,0,0,1,0
Q9H869,0,0,0,0,0,0,0,1,0
Q9H871,0,0,0,0,0,0,0,1,0
Q9H8H0,0,0,0,0,0,0,0,1,0
Q9H8M7,0,0,0,0,0,0,0,1,0
Q9H944,0,0,0,0,0,0,0,1,0
Q9H9A5,0,0,0,0,0,0,0,1,0
Q9H9B1,0,0,0,0,0,0,0,1,0
Q9H9S4,0,0,0,0,0,0,0,1,0
Q9H9T3,0,0,0,0,0,0,0,1,0
Q9H9Y6,0,0,0,0,0,0,0,1,0
Q9H9Z2,0,0,0,0,0,0,0,1,0
Q9HAJ7,0,0,0,0,0,0,0,1,0
Q9HAN9,0,0,0,0,0,0,0,1,0
Q9HAU5,0,0,0,0,0,0,0,1,0
Q9HAZ2,0,0,0,0,0,0,0,1,0
Q9HB90,0,0,0,0,0,0,0,1,0
Q9HB96,0,0,0,0,0,0,0,1,0
Q9HBE1,0,0,0,0,0,0,0,1,0
Q9HBG6,0,0,0,0,0,0,0,1,0
Q9HC35,0,0,0,0,0,0,0,1,0
Q9HCE3,0,0,0,0,0,0,0,1,0
Q9HCI7,0,0,0,0,0,0,0,1,0
Q9HCJ0,0,0,0,0,0,0,0,1,0
Q9HCK8,0,0,0,0,0,0,0,1,0
Q9HCS7,0,0,0,0,0,0,0,1,0
Q9HD15,0,0,0,0,0,0,0,1,0
Q9NP64,0,0,0,0,0,0,0,1,0
Q9NP97,0,0,0,0,0,0,0,1,0
Q9NP98,0,0,0,0,0,0,0,1,0
Q9NPC3,0,0,0,0,0,0,0,1,0
Q9NPD8,0,0,0,0,0,0,0,1,0
Q9NPE3,0,0,0,0,0,0,0,1,0
Q9NPI1,0,0,0,0,0,0,0,1,0
Q9NPJ6,0,0,0,0,0,0,0,1,0
Q9NPJ8,0,0,0,0,0,0,0,1,0
Q9NQ48,0,0,0,0,0,0,0,1,0
Q9NQ55,0,0,0,0,0,0,0,1,0
Q9NQE9,0,0,0,0,0,0,0,1,0
Q9NQS7,0,0,0,0,0,0,0,1,0
Q9NQU5,0,0,0,0,0,0,0,1,0
Q9NR46,0,0,0,0,0,0,0,1,0
Q9NR50,0,0,0,0,0,0,0,1,0
Q9NR56,0,0,0,0,0,0,0,1,0
Q9NR64,0,0,0,0,0,0,0,1,0
Q9NRD1,0,0,0,0,0,0,0,1,0
Q9NRE2,0,0,0,0,0,0,0,1,0
Q9NRF8,0,0,0,0,0,0,0,1,0
Q9NRF9,0,0,0,0,0,0,0,1,0
Q9NRG4,0,0,0,0,0,0,0,1,0
Q9NRW3,0,0,0,0,0,0,0,1,0
Q9NS39,0,0,0,0,0,0,0,1,0
Q9NSY0,0,0,0,0,0,0,0,1,0
Q9NTI5,0,0,0,0,0,0,0,1,0
Q9NTM9,0,0,0,0,0,0,0,1,0
Q9NU19,0,0,0,0,0,0,0,1,0
Q9NUD5,0,0,0,0,0,0,0,1,0
Q9NUG6,0,0,0,0,0,0,0,1,0
Q9NUK0,0,0,0,0,0,0,0,1,0
Q9NUL5,0,0,0,0,0,0,0,1,0
Q9NUQ6,0,0,0,0,0,0,0,1,0
Q9NUQ7,0,0,0,0,0,0,0,1,0
Q9NV06,0,0,0,0,0,0,0,1,0
Q9NV31,0,0,0,0,0,0,0,1,0
Q9NV35,0,0,0,0,0,0,0,1,0
Q9NV88,0,0,0,0,0,0,0,1,0
Q9NVE7,0,0,0,0,0,0,0,1,0
Q9NVF7,0,0,0,0,0,0,0,1,0
Q9NVI1,0,0,0,0,0,0,0,1,0
Q9NVM9,0,0,0,0,0,0,0,1,0
Q9NVN8,0,0,0,0,0,0,0,1,0
Q9NVP2,0,0,0,0,0,0,0,1,0
Q9NVR2,0,0,0,0,0,0,0,1,0
Q9NW75,0,0,0,0,0,0,0,1,0
Q9NWM0,0,0,0,0,0,0,0,1,0
Q9NWS0,0,0,0,0,0,0,0,1,0
Q9NWT1,0,0,0,0,0,0,0,1,0
Q9NWT6,0,0,0,0,0,0,0,1,0
Q9NWV8,0,0,0,0,0,0,0,1,0
Q9NX08,0,0,0,0,0,0,0,1,0
Q9NX40,0,0,0,0,0,0,0,1,0
Q9NX58,0,0,0,0,0,0,0,1,0
Q9NXC5,0,0,0,0,0,0,0,1,0
Q9NXL9,0,0,0,0,0,0,0,1,0
Q9NXR7,0,0,0,0,0,0,0,1,0
Q9NY27,0,0,0,0,0,0,0,1,0
Q9NZC9,0,0,0,0,0,0,0,1,0
Q9NZD2,0,0,0,0,0,0,0,1,0
Q9NZN8,0,0,0,0,0,0,0,1,0
Q9NZT2,0,0,0,0,0,0,0,1,0
Q9NZU5,0,0,0,0,0,0,0,1,0
Q9P016,0,0,0,0,0,0,0,1,0
Q9P0M2,0,0,0,0,0,0,0,1,0
Q9P0R6,0,0,0,0,0,0,0,1,0
Q9P0V9,0,0,0,0,0,0,0,1,0
Q9P107,0,0,0,0,0,0,0,1,0
Q9P1Y5,0,0,0,0,0,0,0,1,0
Q9P1Y6,0,0,0,0,0,0,0,1,0
Q9P215,0,0,0,0,0,0,0,1,0
Q9P2D1,0,0,0,0,0,0,0,1,0
Q9P2E3,0,0,0,0,0,0,0,1,0
Q9P2K8,0,0,0,0,0,0,0,1,0
Q9UBB6,0,0,0,0,0,0,0,1,0
Q9UBC3,0,0,0,0,0,0,0,1,0
Q9UBD5,0,0,0,0,0,0,0,1,0
Q9UBF6,0,0,0,0,0,0,0,1,0
Q9UBK9,0,0,0,0,0,0,0,1,0
Q9UBN7,0,0,0,0,0,0,0,1,0
Q9UBP6,0,0,0,0,0,0,0,1,0
Q9UBS8,0,0,0,0,0,0,0,1,0
Q9UBT6,0,0,0,0,0,0,0,1,0
Q9UBU9,0,0,0,0,0,0,0,1,0
Q9UFC0,0,0,0,0,0,0,0,1,0
Q9UFW8,0,0,0,0,0,0,0,1,0
Q9UG63,0,0,0,0,0,0,0,1,0
Q9UGN5,0,0,0,0,0,0,0,1,0
Q9UGR2,0,0,0,0,0,0,0,1,0
Q9UGU0,0,0,0,0,0,0,0,1,0
Q9UHC7,0,0,0,0,0,0,0,1,0
Q9UHD2,0,0,0,0,0,0,0,1,0
Q9UHP3,0,0,0,0,0,0,0,1,0
Q9UHR5,0,0,0,0,0,0,0,1,0
Q9UID3,0,0,0,0,0,0,0,1,0
Q9UIF8,0,0,0,0,0,0,0,1,0
Q9UIF9,0,0,0,0,0,0,0,1,0
Q9UIL4,0,0,0,0,0,0,0,1,0
Q9UJP4,0,0,0,0,0,0,0,1,0
Q9UJW0,0,0,0,0,0,0,0,1,0
Q9UJX2,0,0,0,0,0,0,0,1,0
Q9UJX4,0,0,0,0,0,0,0,1,0
Q9UK58,0,0,0,0,0,0,0,1,0
Q9UK59,0,0,0,0,0,0,0,1,0
Q9UK61,0,0,0,0,0,0,0,1,0
Q9UK99,0,0,0,0,0,0,0,1,0
Q9UKB1,0,0,0,0,0,0,0,1,0
Q9UKL6,0,0,0,0,0,0,0,1,0
Q9UKT5,0,0,0,0,0,0,0,1,0
Q9UKT9,0,0,0,0,0,0,0,1,0
Q9UKZ1,0,0,0,0,0,0,0,1,0
Q9UL33,0,0,0,0,0,0,0,1,0
Q9ULD5,0,0,0,0,0,0,0,1,0
Q9ULG1,0,0,0,0,0,0,0,1,0
Q9ULJ8,0,0,0,0,0,0,0,1,0
Q9ULK4,0,0,0,0,0,0,0,1,0
Q9ULM0,0,0,0,0,0,0,0,1,0
Q9ULU4,0,0,0,0,0,0,0,1,0
Q9ULV3,0,0,0,0,0,0,0,1,0
Q9ULW6,0,0,0,0,0,0,0,1,0
Q9ULX6,0,0,0,0,0,0,0,1,0
Q9UM13,0,0,0,0,0,0,0,1,0
Q9UN81,0,0,0,0,0,0,0,1,0
Q9UNE7,0,0,0,0,0,0,0,1,0
Q9UNI6,0,0,0,0,0,0,0,1,0
Q9UNY4,0,0,0,0,0,0,0,1,0
Q9UPN7,0,0,0,0,0,0,0,1,0
Q9UPQ0,0,0,0,0,0,0,0,1,0
Q9UPQ9,0,0,0,0,0,0,0,1,0
Q9UPS6,0,0,0,0,0,0,0,1,0
Q9UQ13,0,0,0,0,0,0,0,1,0
Q9UQR1,0,0,0,0,0,0,0,1,0
Q9Y221,0,0,0,0,0,0,0,1,0
Q9Y232,0,0,0,0,0,0,0,1,0
Q9Y2D9,0,0,0,0,0,0,0,1,0
Q9Y2K1,0,0,0,0,0,0,0,1,0
Q9Y2L9,0,0,0,0,0,0,0,1,0
Q9Y2P8,0,0,0,0,0,0,0,1,0
Q9Y2T1,0,0,0,0,0,0,0,1,0
Q9Y2U5,0,0,0,0,0,0,0,1,0
Q9Y2X0,0,0,0,0,0,0,0,1,0
Q9Y316,0,0,0,0,0,0,0,1,0
Q9Y383,0,0,0,0,0,0,0,1,0
Q9Y388,0,0,0,0,0,0,0,1,0
Q9Y3C7,0,0,0,0,0,0,0,1,0
Q9Y3D8,0,0,0,0,0,0,0,1,0
Q9Y3Q8,0,0,0,0,0,0,0,1,0
Q9Y3R4,0,0,0,0,0,0,0,1,0
Q9Y3Y2,0,0,0,0,0,0,0,1,0
Q9Y3Z3,0,0,0,0,0,0,0,1,0
Q9Y446,0,0,0,0,0,0,0,1,0
Q9Y484,0,0,0,0,0,0,0,1,0
Q9Y4E5,0,0,0,0,0,0,0,1,0
Q9Y4F5,0,0,0,0,0,0,0,1,0
Q9Y4K3,0,0,0,0,0,0,0,1,0
Q9Y4P3,0,0,0,0,0,0,0,1,0
Q9Y4R8,0,0,0,0,0,0,0,1,0
Q9Y4W2,0,0,0,0,0,0,0,1,0
Q9Y508,0,0,0,0,0,0,0,1,0
Q9Y547,0,0,0,0,0,0,0,1,0
Q9Y5A7,0,0,0,0,0,0,0,1,0
Q9Y5J1,0,0,0,0,0,0,0,1,0
Q9Y5P6,0,0,0,0,0,0,0,1,0
Q9Y5Q9,0,0,0,0,0,0,0,1,0
Q9Y618,0,0,0,0,0,0,0,1,0
Q9Y6A5,0,0,0,0,0,0,0,1,0
Q9Y6G5,0,0,0,0,0,0,0,1,0
Q9Y6I4,0,0,0,0,0,0,0,1,0
Q9Y6K9,0,0,0,0,0,0,0,1,0
Q9Y6R9,0,0,0,0,0,0,0,1,0
Q9Y6X3,0,0,0,0,0,0,0,1,0
Q9Y6X9,0,0,0,0,0,0,0,1,0
Q9Y6Y0,0,0,0,0,0,0,0,1,0
O75317,0,0,0,0,0,0,1,0,0
O75344,0,0,0,0,0,0,1,0,0
O94989,0,0,0,0,0,0,1,0,0
O95758,0,0,0,0,0,0,1,0,0
P18074,0,0,0,0,0,0,1,0,0
P46734,0,0,0,0,0,0,1,0,0
Q12840,0,0,0,0,0,0,1,0,0
Q5H9F3,0,0,0,0,0,0,1,0,0
Q5SWL7,0,0,0,0,0,0,1,0,0
Q8N6G2,0,0,0,0,0,0,1,0,0
Q8NDQ6,0,0,0,0,0,0,1,0,0
Q8WTS1,0,0,0,0,0,0,1,0,0
Q8WWM9,0,0,0,0,0,0,1,0,0
Q8WYL5,0,0,0,0,0,0,1,0,0
Q99683,0,0,0,0,0,0,1,0,0
Q99708,0,0,0,0,0,0,1,0,0
Q9H1H9,0,0,0,0,0,0,1,0,0
Q9H422,0,0,0,0,0,0,1,0,0
Q9H6S1,0,0,0,0,0,0,1,0,0
Q9NQL9,0,0,0,0,0,0,1,0,0
Q9NTW7,0,0,0,0,0,0,1,0,0
Q9UJ78,0,0,0,0,0,0,1,0,0
A0A1W2PR19,0,0,0,0,0,1,0,0,0
O95810,0,0,0,0,0,1,0,0,0
P07951,0,0,0,0,0,1,0,0,0
P10275,0,0,0,0,0,1,0,0,0
P48775,0,0,0,0,0,1,0,0,0
P51911,0,0,0,0,0,1,0,0,0
P56278,0,0,0,0,0,1,0,0,0
P98182,0,0,0,0,0,1,0,0,0
Q12816,0,0,0,0,0,1,0,0,0
Q12962,0,0,0,0,0,1,0,0,0
Q13117,0,0,0,0,0,1,0,0,0
Q3L8U1,0,0,0,0,0,1,0,0,0
Q5RL73,0,0,0,0,0,1,0,0,0
Q5T5B0,0,0,0,0,0,1,0,0,0
Q5T764,0,0,0,0,0,1,0,0,0
Q5TAG4,0,0,0,0,0,1,0,0,0
Q659C4,0,0,0,0,0,1,0,0,0
Q6ZN18,0,0,0,0,0,1,0,0,0
Q7Z392,0,0,0,0,0,1,0,0,0
Q8TD31,0,0,0,0,0,1,0,0,0
Q92785,0,0,0,0,0,1,0,0,0
Q96G28,0,0,0,0,0,1,0,0,0
Q96IG2,0,0,0,0,0,1,0,0,0
Q96S65,0,0,0,0,0,1,0,0,0
Q9BQD3,0,0,0,0,0,1,0,0,0
Q9BRL6,0,0,0,0,0,1,0,0,0
Q9BVS4,0,0,0,0,0,1,0,0,0
Q9BY12,0,0,0,0,0,1,0,0,0
Q9GZY1,0,0,0,0,0,1,0,0,0
Q9H4Q4,0,0,0,0,0,1,0,0,0
Q9H6Y2,0,0,0,0,0,1,0,0,0
Q9HCS5,0,0,0,0,0,1,0,0,0
Q9Y2R2,0,0,0,0,0,1,0,0,0
Q9Y4Z2,0,0,0,0,0,1,0,0,0
